Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hour,Duration_min,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Vistara,Vistara Premium economy,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Chennai,Delhi,Kolkata,Mumbai,Price
0,12,5,14,45,17,5,2,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3858
1,24,6,8,45,13,15,4,30,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,4812
1,27,6,21,50,3,35,5,45,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5775
1,6,6,9,35,9,45,24,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10539
0,3,6,15,30,18,5,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
0,12,6,11,10,13,55,2,45,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3383
1,3,3,12,10,17,5,4,55,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8738
1,27,3,5,15,6,50,25,35,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7165
1,24,6,16,10,22,30,6,20,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6412
0,27,6,18,55,22,0,3,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8016
1,12,3,20,35,15,15,18,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11087
0,27,6,9,45,12,0,2,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3543
1,12,6,16,30,4,40,12,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12471
1,24,6,9,0,4,25,19,25,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
0,18,3,13,20,16,10,2,50,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4441
1,27,3,7,5,15,30,8,25,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,12537
1,24,3,22,25,7,40,9,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10091
0,3,6,21,5,23,55,2,50,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6961
0,24,4,5,35,8,50,3,15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5013
0,18,5,5,10,8,0,2,50,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6934
1,3,6,6,40,19,0,12,20,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10877
0,18,4,15,15,18,10,2,55,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7229
1,27,3,16,0,1,35,9,35,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7048
0,27,6,17,0,19,35,2,35,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4878
1,21,5,14,5,23,35,9,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
2,18,5,23,5,4,25,29,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15129
0,12,5,0,30,3,25,2,55,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3943
1,6,6,6,5,11,20,5,15,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,5583
1,6,6,7,5,16,10,9,5,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9646
1,3,6,8,30,19,15,10,45,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7677
1,1,6,5,10,10,5,4,55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6842
0,24,6,8,45,10,15,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4995
1,9,6,7,10,18,50,11,40,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9555
0,1,6,1,30,4,15,2,45,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4077
0,12,5,15,15,18,10,2,55,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7229
1,9,6,9,0,19,0,10,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,12192
0,12,4,10,0,12,45,2,45,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5911
1,12,6,9,0,19,15,10,15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8372
0,18,3,7,10,8,35,1,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4995
1,9,5,10,0,19,15,9,15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,14323
2,9,6,5,30,4,25,22,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13014
2,6,6,14,25,19,15,28,50,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13591
2,3,3,5,25,18,50,37,25,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,18799
0,27,4,23,30,2,20,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3943
0,21,5,5,45,7,15,1,30,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1965
0,27,5,10,20,11,50,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4995
